index,type,capacity,carrierId,min_capacity,costPerKmPerWeight,additionalDeliveryCost,maxDistanceBetweenCustomers
0,1,25.0,3,23.75,1.1,50.0,20.0
1,2,25.0,2,21.25,1.21,50.0,10.0
2,1,25.0,2,21.25,1.1,50.0,10.0
3,2,25.0,0,23.75,1.21,50.0,10.0
4,1,25.0,2,21.25,1.1,50.0,10.0
5,2,25.0,3,23.75,1.21,50.0,20.0
6,1,25.0,0,23.75,1.1,50.0,10.0
7,2,25.0,4,23.75,1.21,50.0,10.0
8,2,25.0,0,23.75,1.21,50.0,10.0
9,1,25.0,0,23.75,1.1,50.0,10.0
10,1,25.0,2,21.25,1.1,50.0,10.0
11,2,25.0,0,23.75,1.21,50.0,10.0
12,1,25.0,0,23.75,1.1,50.0,10.0
13,1,25.0,0,23.75,1.1,50.0,10.0
14,2,25.0,2,21.25,1.21,50.0,10.0
15,1,25.0,4,23.75,1.1,50.0,10.0
16,1,25.0,0,23.75,1.1,50.0,10.0
17,1,25.0,0,23.75,1.1,50.0,10.0
18,2,25.0,4,23.75,1.21,50.0,10.0
19,1,25.0,0,23.75,1.1,50.0,10.0
20,2,25.0,0,23.75,1.21,50.0,10.0
21,1,25.0,4,23.75,1.1,50.0,10.0
22,2,25.0,4,23.75,1.21,50.0,10.0
23,1,25.0,0,23.75,1.1,50.0,10.0
24,1,25.0,2,21.25,1.1,50.0,10.0
25,1,25.0,2,21.25,1.1,50.0,10.0
26,2,25.0,3,23.75,1.21,50.0,20.0
27,2,25.0,2,21.25,1.21,50.0,10.0
28,2,25.0,1,21.25,1.21,50.0,10.0
29,1,25.0,4,23.75,1.1,50.0,10.0
30,1,25.0,3,23.75,1.1,50.0,20.0
31,1,25.0,1,21.25,1.1,50.0,10.0
32,2,25.0,2,21.25,1.21,50.0,10.0
33,2,25.0,0,23.75,1.21,50.0,10.0
34,2,25.0,0,23.75,1.21,50.0,10.0
35,2,25.0,1,21.25,1.21,50.0,10.0
36,1,25.0,1,21.25,1.1,50.0,10.0
37,2,25.0,0,23.75,1.21,50.0,10.0
38,1,25.0,0,23.75,1.1,50.0,10.0
39,1,25.0,3,23.75,1.1,50.0,20.0
40,1,25.0,2,21.25,1.1,50.0,10.0
41,2,25.0,3,23.75,1.21,50.0,20.0
42,2,25.0,0,23.75,1.21,50.0,10.0
43,2,25.0,0,23.75,1.21,50.0,10.0
44,2,25.0,0,23.75,1.21,50.0,10.0
45,1,25.0,0,23.75,1.1,50.0,10.0
46,2,25.0,3,23.75,1.21,50.0,20.0
47,1,25.0,3,23.75,1.1,50.0,20.0
48,1,25.0,2,21.25,1.1,50.0,10.0
49,1,25.0,2,21.25,1.1,50.0,10.0
50,2,25.0,2,21.25,1.21,50.0,10.0
51,1,25.0,0,23.75,1.1,50.0,10.0
