index,x,y
0,10.15,38.917
1,70.168,12.421
2,12.139,38.807
3,10.121,37.118
4,75.054,87.115
5,9.933,10.687
6,9.253,37.885
7,11.443,39.184
8,11.452,37.805
9,10.125,36.953
10,11.526,38.676
11,73.004,99.094
12,13.218,40.916
13,69.113,11.277
14,10.365,37.04
15,9.424,38.583
16,69.085,11.556
17,11.891,37.681
18,24.636,0.0
19,10.758,40.498
20,10.612,38.853
21,69.632,11.943
22,14.15,37.552
23,12.626,38.766
24,12.04,39.466
25,13.082,37.649
26,14.725,41.897
27,9.608,10.512
28,66.793,7.568
29,10.714,8.976
30,72.082,10.644
31,25.184,47.608
32,9.691,40.937
33,70.626,9.485
34,13.845,37.14
35,15.547,24.026
36,11.003,39.509
37,100.0,100.0
38,9.796,38.517
39,14.807,39.311
40,72.683,14.357
41,71.334,9.87
42,12.207,38.939
43,10.05,39.713
44,13.75,39.984
45,11.223,39.178
46,11.098,39.745
47,13.367,37.431
48,13.371,37.696
49,13.749,38.528
50,12.401,38.918
51,13.527,38.272
52,7.982,39.959
53,9.333,10.764
54,29.275,45.379
55,11.451,40.563
56,13.621,38.699
57,10.422,41.774
58,12.008,40.426
59,6.627,10.385
60,10.296,40.331
61,27.347,47.213
62,13.189,38.452
63,12.402,39.67
64,10.364,36.033
65,71.884,12.513
66,11.153,37.677
67,0.0,18.963
