index,type,capacity,carrierId,min_capacity,costPerKmPerWeight,additionalDeliveryCost,maxDistanceBetweenCustomers
0,1,25.0,4,23.75,1.1,20.0,20.0
1,2,25.0,0,21.25,1.2100000000000002,20.0,10.0
2,2,25.0,3,22.5,1.2100000000000002,20.0,10.0
3,1,25.0,2,22.5,1.1,20.0,20.0
4,1,25.0,2,22.5,1.1,20.0,20.0
5,2,25.0,3,22.5,1.2100000000000002,20.0,10.0
6,1,25.0,1,23.75,1.1,20.0,10.0
7,1,25.0,0,21.25,1.1,20.0,10.0
8,1,25.0,4,23.75,1.1,20.0,20.0
9,1,25.0,4,23.75,1.1,20.0,20.0
10,1,25.0,0,21.25,1.1,20.0,10.0
11,2,25.0,0,21.25,1.2100000000000002,20.0,10.0
12,2,25.0,3,22.5,1.2100000000000002,20.0,10.0
13,1,25.0,2,22.5,1.1,20.0,20.0
14,2,25.0,2,22.5,1.2100000000000002,20.0,20.0
15,2,25.0,1,23.75,1.2100000000000002,20.0,10.0
16,2,25.0,1,23.75,1.2100000000000002,20.0,10.0
17,1,25.0,0,21.25,1.1,20.0,10.0
18,2,25.0,3,22.5,1.2100000000000002,20.0,10.0
19,2,25.0,4,23.75,1.2100000000000002,20.0,20.0
20,2,25.0,3,22.5,1.2100000000000002,20.0,10.0
21,1,25.0,3,22.5,1.1,20.0,10.0
22,1,25.0,0,21.25,1.1,20.0,10.0
23,1,25.0,0,21.25,1.1,20.0,10.0
24,1,25.0,2,22.5,1.1,20.0,20.0
25,1,25.0,2,22.5,1.1,20.0,20.0
26,1,25.0,2,22.5,1.1,20.0,20.0
27,2,25.0,0,21.25,1.2100000000000002,20.0,10.0
28,2,25.0,0,21.25,1.2100000000000002,20.0,10.0
29,1,25.0,1,23.75,1.1,20.0,10.0
30,2,25.0,1,23.75,1.2100000000000002,20.0,10.0
31,1,25.0,1,23.75,1.1,20.0,10.0
32,1,25.0,1,23.75,1.1,20.0,10.0
33,1,25.0,0,21.25,1.1,20.0,10.0
34,2,25.0,3,22.5,1.2100000000000002,20.0,10.0
35,1,25.0,0,21.25,1.1,20.0,10.0
36,1,25.0,0,21.25,1.1,20.0,10.0
37,1,25.0,0,21.25,1.1,20.0,10.0
38,1,25.0,3,22.5,1.1,20.0,10.0
39,1,25.0,0,21.25,1.1,20.0,10.0
40,1,25.0,3,22.5,1.1,20.0,10.0
41,2,25.0,3,22.5,1.2100000000000002,20.0,10.0
42,2,25.0,4,23.75,1.2100000000000002,20.0,20.0
43,1,25.0,0,21.25,1.1,20.0,10.0
44,1,25.0,3,22.5,1.1,20.0,10.0
45,2,25.0,2,22.5,1.2100000000000002,20.0,20.0
46,1,25.0,2,22.5,1.1,20.0,20.0
47,2,25.0,0,21.25,1.2100000000000002,20.0,10.0
48,1,25.0,4,23.75,1.1,20.0,20.0
49,2,25.0,1,23.75,1.2100000000000002,20.0,10.0
50,2,25.0,3,22.5,1.2100000000000002,20.0,10.0
51,1,25.0,0,21.25,1.1,20.0,10.0
52,2,25.0,4,23.75,1.2100000000000002,20.0,20.0
53,2,25.0,3,22.5,1.2100000000000002,20.0,10.0
54,1,25.0,0,21.25,1.1,20.0,10.0
55,2,25.0,1,23.75,1.2100000000000002,20.0,10.0
56,2,25.0,1,23.75,1.2100000000000002,20.0,10.0
57,1,25.0,2,22.5,1.1,20.0,20.0
58,1,25.0,0,21.25,1.1,20.0,10.0
59,1,25.0,0,21.25,1.1,20.0,10.0
60,1,25.0,0,21.25,1.1,20.0,10.0
61,1,25.0,0,21.25,1.1,20.0,10.0
62,1,25.0,3,22.5,1.1,20.0,10.0
63,1,25.0,4,23.75,1.1,20.0,20.0
64,1,25.0,0,21.25,1.1,20.0,10.0
65,1,25.0,1,23.75,1.1,20.0,10.0
66,2,25.0,0,21.25,1.2100000000000002,20.0,10.0
67,1,25.0,0,21.25,1.1,20.0,10.0
68,2,25.0,2,22.5,1.2100000000000002,20.0,20.0
