index,x,y
0,94.339,96.762
1,2.174,29.337
2,26.993,39.131
3,94.795,94.801
4,26.658,1.485
5,29.684,35.237
6,46.102,51.449
7,76.853,58.626
8,18.067,31.604
9,58.591,68.715
10,98.604,27.574
11,29.348,39.131
12,3.247,27.279
13,27.765,35.893
14,46.603,53.908
15,96.22,13.126
16,99.072,13.253
17,29.004,0.793
18,100.0,26.565
19,55.673,69.782
20,92.975,98.971
21,28.602,35.63
22,75.991,52.991
23,24.469,35.306
24,96.144,14.781
25,95.067,24.823
26,96.664,23.246
27,0.0,26.1
28,98.037,22.432
29,27.953,33.044
30,27.935,34.858
31,23.464,33.623
32,94.748,12.616
33,21.079,0.0
34,71.83,54.415
35,1.443,25.321
36,47.869,55.395
37,93.95,100.0
38,56.015,68.671
39,94.474,96.346
40,0.247,28.878
41,57.76,74.195
42,95.754,14.725
43,20.328,35.308
44,29.418,35.35
45,24.837,7.409
46,75.147,58.345
47,17.623,32.067
48,56.901,72.805
49,47.453,53.646
50,46.914,55.148
51,26.229,3.019
52,27.036,34.239
53,28.21,39.156
54,77.777,59.281
