carrier_id,client_id
0,30
0,33
0,1
0,3
0,8
0,10
0,11
0,16
0,20
0,24
0,2
0,12
0,15
0,18
0,19
0,21
0,22
0,23
0,26
0,28
0,29
0,34
0,0
0,4
0,5
0,6
0,7
0,9
0,13
0,14
0,17
0,25
0,27
0,31
0,32
1,30
1,33
1,1
1,3
1,8
1,10
1,11
1,16
1,20
1,24
2,1
2,3
2,8
2,10
2,11
2,16
2,20
2,24
2,2
2,12
2,15
2,18
2,19
2,21
2,22
2,23
2,26
2,28
2,29
2,34
3,2
3,12
3,15
3,18
3,19
3,21
3,22
3,23
3,26
3,28
3,29
3,34
3,0
3,4
3,5
3,6
3,7
3,9
3,13
3,14
3,17
3,25
3,27
3,31
3,32
4,30
4,33
4,0
4,4
4,5
4,6
4,7
4,9
4,13
4,14
4,17
4,25
4,27
4,31
4,32
