index,x,y
0,23.805,48.077
1,2.944,53.927
2,23.504,49.18
3,79.557,47.577
4,7.694,56.472
5,8.048,56.745
6,28.645,78.491
7,4.909,56.731
8,21.041,47.134
9,78.276,42.703
10,7.109,58.544
11,22.194,49.491
12,24.493,48.676
13,80.676,49.937
14,30.07,49.402
15,6.513,56.777
16,21.446,45.55
17,78.785,48.688
18,77.135,46.86
19,77.901,45.422
20,77.932,46.993
21,7.166,57.813
22,31.639,78.579
23,25.445,51.769
24,9.005,55.532
25,77.482,45.487
26,24.369,44.246
27,76.626,46.872
28,5.534,54.102
29,30.82,78.247
30,28.467,77.8
31,30.095,78.415
32,78.582,42.984
33,78.868,47.278
34,32.735,77.483
35,78.862,45.841
36,22.966,50.473
37,76.541,45.053
38,78.861,44.905
39,6.671,54.864
40,28.102,50.082
41,26.169,46.537
42,30.426,80.52
43,78.888,49.916
44,28.544,77.674
45,80.965,45.843
46,31.189,79.023
47,23.773,46.36
48,33.523,80.352
49,77.914,47.217
50,29.04,77.072
51,24.134,48.586
52,31.309,80.35
53,68.59,53.015
54,80.522,49.591
55,77.409,45.374
56,24.31,47.887
57,78.334,46.385
58,78.331,47.904
59,3.846,59.388
60,95.938,37.873
61,25.299,47.111
62,29.142,79.658
63,22.884,51.016
64,9.306,57.062
65,77.477,45.106
66,24.148,47.451
67,9.104,42.941
68,81.956,47.038
69,29.272,81.305
70,23.422,47.209
71,80.767,45.737
72,22.455,46.023
73,29.743,79.201
74,7.361,54.963
75,30.714,78.717
76,76.128,47.821
77,23.062,48.961
78,79.179,49.08
79,8.238,56.614
80,23.794,47.62
81,6.959,58.877
82,78.412,46.979
83,22.255,48.879
84,5.114,58.222
85,21.419,51.849
86,21.45,48.62
87,22.431,46.134
88,6.434,58.181
89,6.298,57.786
90,21.256,47.513
91,23.173,50.738
92,23.711,48.257
93,27.679,78.407
94,75.827,47.11
95,22.947,49.941
96,76.45,47.208
97,76.995,44.143
98,69.257,55.048
99,81.287,48.205
100,31.444,77.8
101,23.812,48.514
102,79.734,49.56
103,24.065,46.498
104,31.354,76.564
105,24.082,45.271
106,75.085,49.634
107,25.093,45.297
108,26.146,80.675
109,29.136,77.02
110,5.214,53.154
111,78.779,45.814
112,69.771,51.349
113,23.016,48.976
114,22.499,44.999
115,8.195,55.843
116,30.79,78.336
117,8.702,56.488
118,21.671,48.83
119,6.461,56.25
120,31.923,79.86
121,6.833,54.561
122,76.595,46.244
123,76.963,50.888
124,79.685,48.411
125,30.545,76.681
126,80.466,46.519
127,21.574,48.674
128,20.029,49.459
129,31.524,76.511
130,23.419,47.866
131,10.009,44.264
132,32.32,79.426
133,25.188,49.314
134,30.38,77.201
135,31.429,77.844
136,6.506,60.044
137,80.286,46.274
138,76.84,46.84
139,79.767,47.81
140,78.21,48.994
141,5.056,54.741
142,6.171,41.751
143,78.598,48.518
144,24.828,49.97
145,77.573,45.142
