index,type,capacity,carrierId,min_capacity,costPerKmPerWeight,additionalDeliveryCost,maxDistanceBetweenCustomers
0,1,25.0,3,21.25,1.1,50.0,20.0
1,1,25.0,4,22.5,1.1,50.0,10.0
2,2,25.0,2,21.25,1.21,50.0,20.0
3,1,25.0,2,21.25,1.1,50.0,20.0
4,1,25.0,1,22.5,1.1,50.0,10.0
5,1,25.0,0,21.25,1.1,50.0,10.0
6,1,25.0,4,22.5,1.1,50.0,10.0
7,1,25.0,0,21.25,1.1,50.0,10.0
8,2,25.0,2,21.25,1.21,50.0,20.0
9,2,25.0,4,22.5,1.21,50.0,10.0
10,1,25.0,4,22.5,1.1,50.0,10.0
11,2,25.0,0,21.25,1.21,50.0,10.0
12,1,25.0,0,21.25,1.1,50.0,10.0
13,2,25.0,0,21.25,1.21,50.0,10.0
14,1,25.0,3,21.25,1.1,50.0,20.0
15,1,25.0,0,21.25,1.1,50.0,10.0
16,2,25.0,2,21.25,1.21,50.0,20.0
17,2,25.0,4,22.5,1.21,50.0,10.0
18,2,25.0,0,21.25,1.21,50.0,10.0
19,2,25.0,2,21.25,1.21,50.0,20.0
20,1,25.0,0,21.25,1.1,50.0,10.0
21,2,25.0,2,21.25,1.21,50.0,20.0
22,1,25.0,0,21.25,1.1,50.0,10.0
23,2,25.0,3,21.25,1.21,50.0,20.0
24,1,25.0,3,21.25,1.1,50.0,20.0
25,1,25.0,0,21.25,1.1,50.0,10.0
26,1,25.0,0,21.25,1.1,50.0,10.0
27,2,25.0,2,21.25,1.21,50.0,20.0
28,1,25.0,3,21.25,1.1,50.0,20.0
29,1,25.0,2,21.25,1.1,50.0,20.0
30,1,25.0,0,21.25,1.1,50.0,10.0
31,2,25.0,0,21.25,1.21,50.0,10.0
32,1,25.0,1,22.5,1.1,50.0,10.0
33,2,25.0,0,21.25,1.21,50.0,10.0
34,1,25.0,3,21.25,1.1,50.0,20.0
35,1,25.0,3,21.25,1.1,50.0,20.0
36,2,25.0,0,21.25,1.21,50.0,10.0
37,2,25.0,2,21.25,1.21,50.0,20.0
38,2,25.0,2,21.25,1.21,50.0,20.0
39,2,25.0,3,21.25,1.21,50.0,20.0
40,2,25.0,0,21.25,1.21,50.0,10.0
41,1,25.0,3,21.25,1.1,50.0,20.0
42,1,25.0,4,22.5,1.1,50.0,10.0
43,2,25.0,4,22.5,1.21,50.0,10.0
44,1,25.0,3,21.25,1.1,50.0,20.0
45,1,25.0,2,21.25,1.1,50.0,20.0
46,1,25.0,3,21.25,1.1,50.0,20.0
47,2,25.0,2,21.25,1.21,50.0,20.0
48,1,25.0,0,21.25,1.1,50.0,10.0
49,1,25.0,1,22.5,1.1,50.0,10.0
50,1,25.0,3,21.25,1.1,50.0,20.0
51,1,25.0,3,21.25,1.1,50.0,20.0
52,1,25.0,3,21.25,1.1,50.0,20.0
53,1,25.0,4,22.5,1.1,50.0,10.0
54,1,25.0,0,21.25,1.1,50.0,10.0
55,2,25.0,4,22.5,1.21,50.0,10.0
56,2,25.0,4,22.5,1.21,50.0,10.0
57,1,25.0,4,22.5,1.1,50.0,10.0
58,2,25.0,2,21.25,1.21,50.0,20.0
59,1,25.0,0,21.25,1.1,50.0,10.0
60,1,25.0,3,21.25,1.1,50.0,20.0
61,1,25.0,4,22.5,1.1,50.0,10.0
62,2,25.0,4,22.5,1.21,50.0,10.0
63,1,25.0,4,22.5,1.1,50.0,10.0
64,1,25.0,0,21.25,1.1,50.0,10.0
65,1,25.0,0,21.25,1.1,50.0,10.0
66,1,25.0,3,21.25,1.1,50.0,20.0
67,1,25.0,3,21.25,1.1,50.0,20.0
68,2,25.0,4,22.5,1.21,50.0,10.0
69,1,25.0,4,22.5,1.1,50.0,10.0
70,1,25.0,3,21.25,1.1,50.0,20.0
71,1,25.0,3,21.25,1.1,50.0,20.0
72,2,25.0,0,21.25,1.21,50.0,10.0
73,1,25.0,0,21.25,1.1,50.0,10.0
74,1,25.0,2,21.25,1.1,50.0,20.0
75,2,25.0,4,22.5,1.21,50.0,10.0
76,1,25.0,3,21.25,1.1,50.0,20.0
77,1,25.0,3,21.25,1.1,50.0,20.0
