index,type,capacity,carrierId,min_capacity,costPerKmPerWeight,additionalDeliveryCost,maxDistanceBetweenCustomers
0,2,25.0,0,21.25,1.2100000000000002,20.0,20.0
1,2,25.0,4,23.75,1.2100000000000002,20.0,10.0
2,2,25.0,3,22.5,1.2100000000000002,20.0,20.0
3,2,25.0,0,21.25,1.2100000000000002,20.0,20.0
4,1,25.0,1,22.5,1.1,20.0,20.0
5,1,25.0,1,22.5,1.1,20.0,20.0
6,1,25.0,4,23.75,1.1,20.0,10.0
7,1,25.0,4,23.75,1.1,20.0,10.0
8,1,25.0,1,22.5,1.1,20.0,20.0
9,2,25.0,1,22.5,1.2100000000000002,20.0,20.0
10,1,25.0,0,21.25,1.1,20.0,20.0
11,1,25.0,1,22.5,1.1,20.0,20.0
12,1,25.0,2,22.5,1.1,20.0,10.0
13,2,25.0,1,22.5,1.2100000000000002,20.0,20.0
14,1,25.0,3,22.5,1.1,20.0,20.0
15,2,25.0,4,23.75,1.2100000000000002,20.0,10.0
16,1,25.0,4,23.75,1.1,20.0,10.0
17,1,25.0,1,22.5,1.1,20.0,20.0
18,2,25.0,4,23.75,1.2100000000000002,20.0,10.0
19,1,25.0,0,21.25,1.1,20.0,20.0
20,2,25.0,0,21.25,1.2100000000000002,20.0,20.0
21,2,25.0,0,21.25,1.2100000000000002,20.0,20.0
22,2,25.0,4,23.75,1.2100000000000002,20.0,10.0
23,1,25.0,0,21.25,1.1,20.0,20.0
24,2,25.0,1,22.5,1.2100000000000002,20.0,20.0
25,1,25.0,0,21.25,1.1,20.0,20.0
26,1,25.0,4,23.75,1.1,20.0,10.0
27,1,25.0,4,23.75,1.1,20.0,10.0
28,1,25.0,4,23.75,1.1,20.0,10.0
29,1,25.0,3,22.5,1.1,20.0,20.0
30,1,25.0,4,23.75,1.1,20.0,10.0
31,1,25.0,1,22.5,1.1,20.0,20.0
32,2,25.0,4,23.75,1.2100000000000002,20.0,10.0
33,1,25.0,0,21.25,1.1,20.0,20.0
34,1,25.0,1,22.5,1.1,20.0,20.0
35,1,25.0,4,23.75,1.1,20.0,10.0
36,1,25.0,4,23.75,1.1,20.0,10.0
37,1,25.0,4,23.75,1.1,20.0,10.0
38,2,25.0,4,23.75,1.2100000000000002,20.0,10.0
39,1,25.0,3,22.5,1.1,20.0,20.0
40,2,25.0,0,21.25,1.2100000000000002,20.0,20.0
41,1,25.0,3,22.5,1.1,20.0,20.0
42,1,25.0,4,23.75,1.1,20.0,10.0
43,2,25.0,4,23.75,1.2100000000000002,20.0,10.0
44,1,25.0,4,23.75,1.1,20.0,10.0
45,1,25.0,3,22.5,1.1,20.0,20.0
46,1,25.0,1,22.5,1.1,20.0,20.0
47,1,25.0,4,23.75,1.1,20.0,10.0
48,2,25.0,4,23.75,1.2100000000000002,20.0,10.0
49,2,25.0,0,21.25,1.2100000000000002,20.0,20.0
50,2,25.0,0,21.25,1.2100000000000002,20.0,20.0
51,2,25.0,0,21.25,1.2100000000000002,20.0,20.0
52,1,25.0,0,21.25,1.1,20.0,20.0
53,2,25.0,2,22.5,1.2100000000000002,20.0,10.0
54,1,25.0,2,22.5,1.1,20.0,10.0
55,1,25.0,3,22.5,1.1,20.0,20.0
56,1,25.0,0,21.25,1.1,20.0,20.0
57,2,25.0,0,21.25,1.2100000000000002,20.0,20.0
58,1,25.0,0,21.25,1.1,20.0,20.0
59,1,25.0,1,22.5,1.1,20.0,20.0
60,1,25.0,1,22.5,1.1,20.0,20.0
61,2,25.0,4,23.75,1.2100000000000002,20.0,10.0
62,1,25.0,4,23.75,1.1,20.0,10.0
63,2,25.0,4,23.75,1.2100000000000002,20.0,10.0
64,1,25.0,1,22.5,1.1,20.0,20.0
65,2,25.0,1,22.5,1.2100000000000002,20.0,20.0
66,2,25.0,4,23.75,1.2100000000000002,20.0,10.0
67,2,25.0,3,22.5,1.2100000000000002,20.0,20.0
68,1,25.0,4,23.75,1.1,20.0,10.0
69,2,25.0,0,21.25,1.2100000000000002,20.0,20.0
70,2,25.0,4,23.75,1.2100000000000002,20.0,10.0
71,1,25.0,1,22.5,1.1,20.0,20.0
72,1,25.0,1,22.5,1.1,20.0,20.0
73,1,25.0,1,22.5,1.1,20.0,20.0
74,2,25.0,4,23.75,1.2100000000000002,20.0,10.0
75,1,25.0,0,21.25,1.1,20.0,20.0
76,2,25.0,1,22.5,1.2100000000000002,20.0,20.0
77,2,25.0,0,21.25,1.2100000000000002,20.0,20.0
78,1,25.0,3,22.5,1.1,20.0,20.0
79,2,25.0,0,21.25,1.2100000000000002,20.0,20.0
80,1,25.0,1,22.5,1.1,20.0,20.0
81,1,25.0,4,23.75,1.1,20.0,10.0
82,2,25.0,2,22.5,1.2100000000000002,20.0,10.0
83,2,25.0,1,22.5,1.2100000000000002,20.0,20.0
84,2,25.0,0,21.25,1.2100000000000002,20.0,20.0
