index,type,capacity,carrierId,min_capacity,costPerKmPerWeight,additionalDeliveryCost,maxDistanceBetweenCustomers
0,2,25.0,0,23.75,1.21,50.0,10.0
1,2,25.0,2,22.5,1.21,50.0,10.0
2,2,25.0,3,23.75,1.21,50.0,20.0
3,2,25.0,2,22.5,1.21,50.0,10.0
4,2,25.0,0,23.75,1.21,50.0,10.0
5,1,25.0,0,23.75,1.1,50.0,10.0
6,1,25.0,4,21.25,1.1,50.0,10.0
7,2,25.0,3,23.75,1.21,50.0,20.0
8,1,25.0,0,23.75,1.1,50.0,10.0
9,2,25.0,0,23.75,1.21,50.0,10.0
10,1,25.0,3,23.75,1.1,50.0,20.0
11,1,25.0,3,23.75,1.1,50.0,20.0
12,2,25.0,2,22.5,1.21,50.0,10.0
13,1,25.0,0,23.75,1.1,50.0,10.0
14,2,25.0,3,23.75,1.21,50.0,20.0
15,1,25.0,2,22.5,1.1,50.0,10.0
16,1,25.0,1,22.5,1.1,50.0,10.0
17,2,25.0,2,22.5,1.21,50.0,10.0
18,2,25.0,4,21.25,1.21,50.0,10.0
19,2,25.0,1,22.5,1.21,50.0,10.0
20,2,25.0,0,23.75,1.21,50.0,10.0
21,2,25.0,2,22.5,1.21,50.0,10.0
22,1,25.0,2,22.5,1.1,50.0,10.0
23,1,25.0,0,23.75,1.1,50.0,10.0
24,1,25.0,4,21.25,1.1,50.0,10.0
25,1,25.0,1,22.5,1.1,50.0,10.0
26,1,25.0,1,22.5,1.1,50.0,10.0
27,2,25.0,4,21.25,1.21,50.0,10.0
28,1,25.0,1,22.5,1.1,50.0,10.0
29,2,25.0,3,23.75,1.21,50.0,20.0
30,2,25.0,0,23.75,1.21,50.0,10.0
31,1,25.0,4,21.25,1.1,50.0,10.0
32,2,25.0,4,21.25,1.21,50.0,10.0
33,1,25.0,0,23.75,1.1,50.0,10.0
34,2,25.0,0,23.75,1.21,50.0,10.0
35,1,25.0,4,21.25,1.1,50.0,10.0
36,2,25.0,0,23.75,1.21,50.0,10.0
37,2,25.0,0,23.75,1.21,50.0,10.0
38,2,25.0,3,23.75,1.21,50.0,20.0
39,1,25.0,3,23.75,1.1,50.0,20.0
40,1,25.0,3,23.75,1.1,50.0,20.0
41,2,25.0,3,23.75,1.21,50.0,20.0
42,1,25.0,4,21.25,1.1,50.0,10.0
43,1,25.0,2,22.5,1.1,50.0,10.0
