carrier_id,client_id
0,3
0,15
0,19
0,20
0,26
0,28
0,2
0,6
0,13
0,22
0,27
0,33
0,1
0,4
0,8
0,9
0,10
0,11
0,12
0,14
0,16
0,17
0,18
0,29
0,30
0,0
0,5
0,7
0,21
0,23
0,24
0,25
0,31
0,32
1,3
1,15
1,19
1,20
1,26
1,28
1,2
1,6
1,13
1,22
1,27
1,33
2,2
2,6
2,13
2,22
2,27
2,33
2,1
2,4
2,8
2,9
2,10
2,11
2,12
2,14
2,16
2,17
2,18
2,29
2,30
3,1
3,4
3,8
3,9
3,10
3,11
3,12
3,14
3,16
3,17
3,18
3,29
3,30
3,0
3,5
3,7
3,21
3,23
3,24
3,25
3,31
3,32
4,3
4,15
4,19
4,20
4,26
4,28
4,0
4,5
4,7
4,21
4,23
4,24
4,25
4,31
4,32
