index,type,capacity,carrierId,min_capacity,costPerKmPerWeight,additionalDeliveryCost,maxDistanceBetweenCustomers
0,1,25.0,1,23.75,1.1,20.0,25.0
1,1,25.0,1,23.75,1.1,20.0,25.0
2,1,25.0,4,21.25,1.1,20.0,50.0
3,2,25.0,0,23.75,1.2100000000000002,20.0,25.0
4,1,25.0,0,23.75,1.1,20.0,25.0
5,1,25.0,0,23.75,1.1,20.0,25.0
6,2,25.0,4,21.25,1.2100000000000002,20.0,50.0
7,2,25.0,4,21.25,1.2100000000000002,20.0,50.0
8,1,25.0,3,21.25,1.1,20.0,50.0
9,2,25.0,0,23.75,1.2100000000000002,20.0,25.0
10,2,25.0,0,23.75,1.2100000000000002,20.0,25.0
11,2,25.0,0,23.75,1.2100000000000002,20.0,25.0
12,1,25.0,4,21.25,1.1,20.0,50.0
13,1,25.0,3,21.25,1.1,20.0,50.0
14,1,25.0,3,21.25,1.1,20.0,50.0
15,1,25.0,2,21.25,1.1,20.0,25.0
16,1,25.0,1,23.75,1.1,20.0,25.0
17,1,25.0,4,21.25,1.1,20.0,50.0
18,2,25.0,1,23.75,1.2100000000000002,20.0,25.0
19,1,25.0,4,21.25,1.1,20.0,50.0
20,2,25.0,0,23.75,1.2100000000000002,20.0,25.0
21,1,25.0,4,21.25,1.1,20.0,50.0
22,1,25.0,3,21.25,1.1,20.0,50.0
23,2,25.0,3,21.25,1.2100000000000002,20.0,50.0
24,2,25.0,0,23.75,1.2100000000000002,20.0,25.0
25,2,25.0,2,21.25,1.2100000000000002,20.0,25.0
26,2,25.0,4,21.25,1.2100000000000002,20.0,50.0
27,2,25.0,0,23.75,1.2100000000000002,20.0,25.0
28,1,25.0,0,23.75,1.1,20.0,25.0
29,1,25.0,4,21.25,1.1,20.0,50.0
30,1,25.0,0,23.75,1.1,20.0,25.0
31,1,25.0,0,23.75,1.1,20.0,25.0
32,1,25.0,4,21.25,1.1,20.0,50.0
33,1,25.0,0,23.75,1.1,20.0,25.0
34,1,25.0,3,21.25,1.1,20.0,50.0
35,1,25.0,0,23.75,1.1,20.0,25.0
36,1,25.0,1,23.75,1.1,20.0,25.0
37,1,25.0,1,23.75,1.1,20.0,25.0
38,1,25.0,0,23.75,1.1,20.0,25.0
39,1,25.0,0,23.75,1.1,20.0,25.0
40,2,25.0,1,23.75,1.2100000000000002,20.0,25.0
41,2,25.0,4,21.25,1.2100000000000002,20.0,50.0
42,1,25.0,3,21.25,1.1,20.0,50.0
43,1,25.0,0,23.75,1.1,20.0,25.0
44,1,25.0,3,21.25,1.1,20.0,50.0
45,1,25.0,0,23.75,1.1,20.0,25.0
46,1,25.0,1,23.75,1.1,20.0,25.0
47,2,25.0,1,23.75,1.2100000000000002,20.0,25.0
48,2,25.0,3,21.25,1.2100000000000002,20.0,50.0
49,2,25.0,3,21.25,1.2100000000000002,20.0,50.0
50,1,25.0,3,21.25,1.1,20.0,50.0
51,2,25.0,4,21.25,1.2100000000000002,20.0,50.0
52,1,25.0,0,23.75,1.1,20.0,25.0
53,1,25.0,0,23.75,1.1,20.0,25.0
54,1,25.0,4,21.25,1.1,20.0,50.0
55,1,25.0,2,21.25,1.1,20.0,25.0
56,1,25.0,3,21.25,1.1,20.0,50.0
57,2,25.0,4,21.25,1.2100000000000002,20.0,50.0
58,2,25.0,0,23.75,1.2100000000000002,20.0,25.0
59,2,25.0,4,21.25,1.2100000000000002,20.0,50.0
60,1,25.0,4,21.25,1.1,20.0,50.0
61,1,25.0,1,23.75,1.1,20.0,25.0
62,1,25.0,4,21.25,1.1,20.0,50.0
63,2,25.0,2,21.25,1.2100000000000002,20.0,25.0
64,2,25.0,0,23.75,1.2100000000000002,20.0,25.0
65,2,25.0,2,21.25,1.2100000000000002,20.0,25.0
66,1,25.0,3,21.25,1.1,20.0,50.0
67,1,25.0,4,21.25,1.1,20.0,50.0
68,1,25.0,4,21.25,1.1,20.0,50.0
69,2,25.0,3,21.25,1.2100000000000002,20.0,50.0
70,1,25.0,0,23.75,1.1,20.0,25.0
71,1,25.0,0,23.75,1.1,20.0,25.0
72,2,25.0,3,21.25,1.2100000000000002,20.0,50.0
73,1,25.0,0,23.75,1.1,20.0,25.0
74,1,25.0,0,23.75,1.1,20.0,25.0
75,1,25.0,3,21.25,1.1,20.0,50.0
76,1,25.0,0,23.75,1.1,20.0,25.0
77,2,25.0,0,23.75,1.2100000000000002,20.0,25.0
78,2,25.0,4,21.25,1.2100000000000002,20.0,50.0
79,1,25.0,3,21.25,1.1,20.0,50.0
80,2,25.0,3,21.25,1.2100000000000002,20.0,50.0
81,2,25.0,0,23.75,1.2100000000000002,20.0,25.0
82,1,25.0,0,23.75,1.1,20.0,25.0
83,2,25.0,0,23.75,1.2100000000000002,20.0,25.0
84,1,25.0,0,23.75,1.1,20.0,25.0
85,2,25.0,0,23.75,1.2100000000000002,20.0,25.0
86,1,25.0,1,23.75,1.1,20.0,25.0
87,1,25.0,4,21.25,1.1,20.0,50.0
88,1,25.0,0,23.75,1.1,20.0,25.0
89,1,25.0,0,23.75,1.1,20.0,25.0
90,2,25.0,1,23.75,1.2100000000000002,20.0,25.0
91,1,25.0,1,23.75,1.1,20.0,25.0
92,1,25.0,1,23.75,1.1,20.0,25.0
93,1,25.0,0,23.75,1.1,20.0,25.0
