index,x,y
0,0.0,38.728
1,34.524,96.351
2,93.945,94.029
3,71.824,7.084
4,68.332,5.966
5,70.265,2.952
6,78.419,10.807
7,11.219,37.671
8,73.866,8.46
9,5.657,36.388
10,66.394,1.792
11,65.191,4.675
12,96.382,93.234
13,21.826,60.388
14,5.148,39.426
15,68.444,4.384
16,35.83,94.74
17,92.79,93.356
18,19.703,62.874
19,33.389,98.012
20,34.812,95.645
21,93.35,95.247
22,20.717,62.459
23,17.382,60.194
24,21.472,60.307
25,91.233,92.857
26,66.62,2.85
27,21.456,58.498
28,30.706,95.445
29,31.296,96.796
30,72.173,8.121
31,92.947,95.159
32,19.381,59.488
33,31.935,95.855
34,90.8,95.898
35,8.719,39.034
36,8.757,38.888
37,75.651,9.316
38,94.794,97.506
39,40.165,96.414
40,64.032,4.237
41,97.411,96.062
42,94.869,97.288
43,72.38,10.02
44,75.251,6.724
45,35.154,94.557
46,91.988,91.318
47,70.872,7.332
48,71.339,3.824
49,66.618,4.774
50,22.338,57.891
51,89.103,97.077
52,77.215,6.466
53,73.614,8.783
54,3.209,42.237
55,19.364,60.109
56,78.402,10.253
57,30.572,96.212
58,76.353,9.012
59,20.4,61.717
60,3.473,42.618
61,74.639,6.466
62,76.819,11.368
63,64.436,3.328
64,10.426,39.402
65,24.532,57.057
66,72.025,5.028
67,19.742,60.331
68,70.436,6.288
69,10.768,39.243
70,5.616,37.444
71,91.827,94.165
72,16.575,58.17
73,9.633,38.882
74,74.379,6.093
75,67.797,5.573
76,8.725,39.126
77,23.376,61.538
78,33.87,97.204
79,65.788,4.363
80,18.321,58.462
81,38.404,98.255
82,35.661,95.545
83,22.86,58.955
84,66.749,3.164
85,16.199,60.883
86,67.799,1.847
87,7.223,39.464
88,79.48,8.746
89,9.962,39.38
90,74.39,5.043
91,8.146,40.256
92,74.71,10.229
93,7.458,39.311
94,31.851,97.595
95,24.46,60.839
96,96.365,92.904
97,38.471,94.608
98,72.875,10.903
99,23.82,58.645
100,72.273,8.405
101,38.069,96.682
102,67.958,3.712
103,78.378,11.251
104,35.601,97.512
105,92.267,95.574
106,5.23,40.364
107,93.92,95.832
108,72.548,8.265
109,93.115,95.631
110,6.064,39.303
111,19.203,59.819
112,22.866,58.957
113,8.086,42.618
114,37.164,98.196
115,18.757,58.549
116,7.318,40.905
117,6.128,40.132
118,13.491,38.062
119,92.479,94.201
120,36.453,97.825
121,69.542,5.49
122,31.418,95.34
123,75.461,8.389
124,8.727,39.554
125,36.972,97.902
126,18.105,60.102
127,94.552,99.025
128,19.241,60.376
129,9.0,38.566
130,74.32,9.702
131,72.325,6.427
132,33.261,97.311
133,95.717,92.255
134,36.318,97.024
135,74.373,6.779
136,4.267,38.824
137,62.979,2.708
138,36.886,100.0
139,19.434,58.465
140,92.249,98.435
141,71.592,9.121
142,6.946,39.011
143,76.072,8.838
144,90.588,93.419
145,76.9,9.845
146,6.35,39.268
147,17.85,57.001
148,7.779,39.571
149,33.926,93.476
150,88.503,93.526
151,69.488,5.286
152,3.96,41.29
153,27.459,60.265
154,34.711,92.879
155,9.114,39.891
156,91.489,93.112
157,26.376,61.021
158,37.321,95.344
159,89.611,94.517
160,26.098,58.369
161,22.67,60.953
162,96.262,98.664
163,36.593,96.019
164,93.5,93.126
165,4.652,43.685
166,66.529,4.878
167,0.935,37.591
168,66.904,3.852
169,98.122,93.213
170,67.984,4.374
171,73.113,7.694
172,41.586,96.847
173,27.362,58.534
174,70.274,8.537
175,66.085,2.959
176,37.563,95.469
177,94.535,94.826
178,8.383,39.888
179,4.867,38.423
180,13.77,41.553
181,8.538,39.201
182,76.221,9.052
183,71.976,5.25
184,64.026,5.039
185,22.268,57.305
186,91.534,93.034
187,65.973,6.66
188,9.048,39.647
189,92.858,96.848
190,93.271,92.316
191,65.313,2.428
192,91.811,97.505
193,69.378,2.591
194,5.883,40.924
195,73.763,7.881
196,93.925,95.179
197,17.165,59.686
198,20.449,60.748
199,5.114,40.691
200,96.333,94.085
201,68.223,2.649
202,7.109,41.834
203,6.749,37.56
204,6.415,38.211
205,38.543,93.707
206,69.762,4.971
207,78.759,8.874
208,26.069,61.651
209,19.846,62.008
210,67.848,3.481
211,75.809,10.259
212,74.633,8.768
213,8.158,38.141
214,7.47,40.297
215,67.245,4.47
216,3.104,40.898
217,71.151,10.893
218,21.368,57.497
219,77.217,8.016
220,68.61,3.949
221,92.2,94.798
222,23.548,59.594
223,90.128,96.13
224,76.147,8.232
225,35.194,99.021
226,65.745,5.003
227,24.573,63.138
228,76.948,7.83
229,15.211,55.317
230,19.83,61.034
231,7.651,39.916
232,67.734,2.442
233,9.282,42.737
234,36.398,98.048
235,35.514,96.378
236,78.052,7.757
237,22.301,60.628
238,68.447,4.459
239,7.518,39.729
240,18.835,58.937
241,0.903,38.852
242,41.654,96.728
243,20.437,57.765
244,22.546,59.773
245,74.637,7.657
246,4.804,40.708
247,74.659,8.896
248,72.956,2.724
249,23.704,60.671
250,92.741,92.425
251,66.5,4.854
252,34.51,96.724
253,19.741,56.476
254,0.759,39.357
255,37.488,94.834
256,24.929,61.124
257,67.605,2.222
258,21.614,62.278
259,77.198,14.029
260,7.836,40.87
261,74.526,8.306
262,39.125,94.739
263,39.13,95.659
264,96.209,94.508
265,5.058,46.44
266,39.527,97.475
267,76.099,11.796
268,71.866,7.32
269,35.73,95.366
270,64.557,2.628
271,6.02,39.895
272,78.956,5.351
273,91.475,93.044
274,10.351,39.816
275,21.237,57.531
276,72.717,6.369
277,19.157,60.26
278,70.436,9.31
279,6.869,40.148
280,8.132,35.027
281,69.861,10.458
282,9.181,38.978
283,91.506,94.954
284,37.492,96.802
285,92.679,93.984
286,19.793,57.755
287,63.412,5.383
288,35.883,96.088
289,70.771,8.296
290,21.741,59.335
291,62.07,5.637
292,74.87,9.823
293,94.585,93.405
294,5.113,38.963
295,20.136,58.857
296,21.003,58.268
297,88.544,93.427
298,34.865,97.095
299,76.454,11.033
300,73.784,8.233
301,23.111,61.038
302,72.86,4.788
303,92.011,94.875
304,21.925,59.789
305,35.619,97.211
306,77.46,6.767
307,7.116,42.104
308,68.813,2.683
309,23.119,55.259
310,62.483,5.627
311,68.395,7.61
312,4.521,42.895
313,2.882,37.69
314,72.363,9.327
315,92.186,94.793
316,22.72,59.596
317,8.628,37.603
318,19.094,61.468
319,23.272,61.541
320,24.767,59.818
321,37.485,94.448
322,68.804,5.877
323,7.325,39.786
324,20.995,61.348
325,76.5,8.168
326,66.752,4.637
327,22.756,56.247
328,23.225,62.454
329,73.496,11.265
330,30.849,95.644
331,32.877,96.803
332,69.526,8.125
333,65.327,3.482
334,92.276,98.76
335,65.642,3.395
336,76.464,9.146
337,76.428,8.048
338,71.295,2.589
339,67.686,1.216
340,39.547,95.159
341,75.516,8.648
342,35.891,94.477
343,21.879,56.945
344,77.003,9.724
345,95.088,93.936
346,5.406,37.904
347,8.61,41.088
348,24.272,56.407
349,70.361,4.698
350,89.977,96.13
351,72.623,9.404
352,97.813,95.894
353,21.246,58.844
354,35.212,97.22
355,88.368,97.992
356,69.727,5.261
357,98.06,93.66
358,64.893,3.247
