index,weight,type,clientId
0,13.8,1,0
1,14.34,1,0
2,9.1,1,0
3,8.2,1,0
4,4.57,1,0
5,7.32,1,1
6,9.35,1,1
7,12.98,1,1
8,13.98,1,1
9,3.67,1,1
10,7.93,1,2
11,4.33,1,2
12,8.53,1,2
13,4.77,1,3
14,6.5,1,4
15,4.24,1,4
16,2.79,1,4
17,8.33,1,5
18,3.06,1,5
19,2.64,1,5
20,10.92,1,5
21,4.43,1,5
22,4.75,1,6
23,2.57,1,7
24,4.29,1,7
25,13.36,1,7
26,4.58,1,8
27,7.49,1,8
28,5.63,1,8
29,5.47,1,9
30,8.13,1,9
31,4.06,1,10
32,15.0,1,10
33,11.73,1,10
34,14.4,1,11
35,6.31,1,11
36,9.94,1,11
37,4.14,1,11
38,9.71,1,12
39,11.8,1,12
40,2.82,1,12
41,11.28,1,12
42,8.13,1,12
43,4.79,1,13
44,11.95,1,13
45,11.43,1,13
46,11.02,1,14
47,14.84,1,14
48,6.43,1,14
49,11.81,1,14
50,6.39,1,15
51,13.02,1,16
52,14.03,1,16
53,14.68,1,16
54,10.36,1,16
55,10.64,1,17
56,12.02,1,17
57,2.01,1,17
58,12.43,1,17
59,13.62,1,17
60,14.02,1,18
61,2.29,1,18
62,14.7,1,18
63,7.86,1,19
64,12.34,1,19
65,5.86,1,19
66,10.43,1,19
67,8.98,1,19
68,7.27,1,20
69,8.13,1,20
70,13.12,1,20
71,14.68,1,20
72,2.53,1,21
73,9.95,1,21
74,6.59,1,21
