index,x,y
0,17.103,16.387
1,12.593,40.826
2,0.524,34.281
3,48.519,10.753
4,96.537,74.226
5,36.785,81.101
6,20.837,57.736
7,21.97,70.252
8,66.856,49.653
9,26.75,25.193
10,21.534,91.934
11,29.267,73.742
12,69.114,57.118
13,4.287,95.176
14,86.851,58.495
15,40.741,39.538
16,38.791,82.942
17,44.219,6.317
18,76.245,47.701
19,5.027,66.295
20,85.039,61.919
21,61.027,22.744
22,31.161,76.739
23,37.671,78.136
24,52.419,85.437
25,15.631,23.982
26,61.012,43.539
27,40.605,85.811
28,4.563,4.553
29,58.19,63.727
30,48.874,68.356
